instance,run,seed,island,train_iter,events,patience,stagnation,soft_ceil,hard_ceil
rat195_or10,1,1,4,250,230,4,0,1,0
rat195_or10,1,1,2,250,230,37,0,1,0
rat195_or10,2,11,6,200,180,90,1,0,0
rat195_or10,2,11,4,200,180,180,1,0,0
rat195_or10,2,11,7,207,180,80,1,0,0
rat195_or10,2,11,0,243,220,80,1,0,0
rat195_or10,2,11,2,250,230,29,0,1,0
rat195_or10,2,11,8,244,220,80,1,0,0
rat195_or10,2,11,5,250,230,1,0,1,0
rat195_or10,2,11,3,250,230,77,0,1,0
rat195_or10,2,11,1,250,230,8,0,1,0
rat195_or10,3,21,5,200,180,112,1,0,0
rat195_or10,3,21,8,226,200,80,1,0,0
rat195_or10,3,21,0,237,210,80,1,0,0
rat195_or10,3,21,1,250,230,2,0,1,0
rat195_or10,3,21,2,250,230,51,0,1,0
rat195_or10,3,21,3,250,230,68,0,1,0
rat195_or10,3,21,4,250,230,51,0,1,0
rat195_or10,3,21,7,250,230,14,0,1,0
rat195_or10,3,21,6,250,230,31,0,1,0
rat195_or10,4,31,1,232,210,80,1,0,0
rat195_or10,4,31,4,241,220,80,1,0,0
rat195_or10,4,31,2,250,230,8,0,1,0
rat195_or10,4,31,0,250,230,30,0,1,0
rat195_or10,4,31,7,250,230,54,0,1,0
rat195_or10,4,31,6,250,230,79,0,1,0
rat195_or10,4,31,8,250,230,23,0,1,0
rat195_or10,4,31,3,250,230,10,0,1,0
rat195_or10,4,31,5,250,230,27,0,1,0
rat195_or10,5,41,1,200,180,86,1,0,0
rat195_or10,5,41,0,200,180,150,1,0,0
rat195_or10,5,41,3,250,230,5,0,1,0
rat195_or10,5,41,8,250,230,6,0,1,0
rat195_or10,5,41,5,250,230,28,0,1,0
rat195_or10,5,41,6,250,230,65,0,1,0
rat195_or10,5,41,2,250,230,44,0,1,0
rat195_or10,5,41,7,250,230,41,0,1,0
rat195_or10,5,41,4,250,230,18,0,1,0
rat195_or10,6,51,6,200,180,90,1,0,0
rat195_or10,6,51,4,200,180,104,1,0,0
rat195_or10,6,51,5,243,220,80,1,0,0
rat195_or10,6,51,0,250,230,22,0,1,0
rat195_or10,6,51,7,250,230,13,0,1,0
rat195_or10,6,51,3,250,230,30,0,1,0
rat195_or10,6,51,2,250,230,27,0,1,0
rat195_or10,6,51,8,250,230,22,0,1,0
rat195_or10,6,51,1,250,230,36,0,1,0
rat195_or10,7,61,8,200,180,84,1,0,0
rat195_or10,7,61,6,245,220,80,1,0,0
rat195_or10,7,61,3,250,230,15,0,1,0
rat195_or10,7,61,4,250,230,30,0,1,0
rat195_or10,7,61,1,250,230,74,0,1,0
rat195_or10,7,61,2,250,230,11,0,1,0
rat195_or10,7,61,0,250,230,40,0,1,0
rat195_or10,7,61,7,250,230,17,0,1,0
rat195_or10,7,61,5,250,230,64,0,1,0
rat195_or10,8,71,2,200,180,82,1,0,0
rat195_or10,8,71,4,200,180,94,1,0,0
rat195_or10,8,71,1,203,180,80,1,0,0
rat195_or10,8,71,8,250,230,43,0,1,0
rat195_or10,8,71,3,250,230,5,0,1,0
rat195_or10,8,71,7,250,230,19,0,1,0
rat195_or10,8,71,0,250,230,26,0,1,0
rat195_or10,8,71,6,250,230,7,0,1,0
rat195_or10,8,71,5,250,230,38,0,1,0
rat195_or10,9,81,0,200,180,160,1,0,0
rat195_or10,9,81,5,215,190,80,1,0,0
rat195_or10,9,81,4,239,210,80,1,0,0
rat195_or10,9,81,3,250,230,71,0,1,0
rat195_or10,9,81,2,250,230,36,0,1,0
rat195_or10,9,81,1,250,230,12,0,1,0
rat195_or10,9,81,6,250,230,22,0,1,0
rat195_or10,9,81,8,250,230,28,0,1,0
rat195_or10,9,81,7,250,230,18,0,1,0
lin318_or30,10,91,2,200,180,98,1,0,0
lin318_or30,10,91,4,228,200,80,1,0,0
lin318_or30,10,91,6,240,220,80,1,0,0
lin318_or30,10,91,0,250,230,6,0,1,0
lin318_or30,10,91,8,250,230,74,0,1,0
lin318_or30,10,91,3,250,230,78,0,1,0
lin318_or30,10,91,7,250,230,6,0,1,0
lin318_or30,10,91,5,250,230,23,0,1,0
lin318_or30,10,91,1,250,230,70,0,1,0
lin318_or30,1,1,2,200,180,103,1,0,0
lin318_or30,1,1,6,219,190,80,1,0,0
lin318_or30,1,1,0,234,210,80,1,0,0
lin318_or30,1,1,7,250,230,48,0,1,0
lin318_or30,1,1,5,250,230,45,0,1,0
lin318_or30,1,1,4,250,230,7,0,1,0
lin318_or30,1,1,3,250,230,27,0,1,0
lin318_or30,1,1,8,250,230,39,0,1,0
lin318_or30,1,1,1,250,230,31,0,1,0
lin318_or30,2,11,7,200,180,95,1,0,0
lin318_or30,2,11,5,208,180,80,1,0,0
lin318_or30,2,11,8,227,200,80,1,0,0
lin318_or30,2,11,3,250,230,42,0,1,0
lin318_or30,2,11,2,250,230,46,0,1,0
lin318_or30,2,11,0,250,230,0,0,1,0
lin318_or30,2,11,1,250,230,66,0,1,0
lin318_or30,2,11,4,250,230,28,0,1,0
lin318_or30,2,11,6,250,230,4,0,1,0
lin318_or30,3,21,1,200,180,134,1,0,0
lin318_or30,3,21,3,216,190,80,1,0,0
lin318_or30,3,21,7,223,200,80,1,0,0
lin318_or30,3,21,4,241,220,80,1,0,0
lin318_or30,3,21,8,250,230,4,0,1,0
lin318_or30,3,21,5,250,230,58,0,1,0
lin318_or30,3,21,6,245,220,80,1,0,0
lin318_or30,3,21,0,250,230,3,0,1,0
lin318_or30,3,21,2,250,230,23,0,1,0
lin318_or30,4,31,0,200,180,130,1,0,0
lin318_or30,4,31,1,200,180,111,1,0,0
lin318_or30,4,31,6,229,200,80,1,0,0
lin318_or30,4,31,8,243,220,80,1,0,0
lin318_or30,4,31,5,250,230,70,0,1,0
lin318_or30,4,31,7,250,230,67,0,1,0
lin318_or30,4,31,4,250,230,5,0,1,0
lin318_or30,4,31,2,250,230,28,0,1,0
lin318_or30,5,41,4,200,180,95,1,0,0
lin318_or30,5,41,2,203,180,80,1,0,0
lin318_or30,5,41,3,209,180,80,1,0,0
lin318_or30,5,41,0,214,190,80,1,0,0
lin318_or30,5,41,6,213,190,80,1,0,0
lin318_or30,5,41,5,232,210,80,1,0,0
lin318_or30,5,41,1,243,220,80,1,0,0
lin318_or30,5,41,8,250,230,46,0,1,0
lin318_or30,6,51,5,200,180,85,1,0,0
lin318_or30,6,51,6,200,180,91,1,0,0
lin318_or30,6,51,4,250,230,43,0,1,0
lin318_or30,6,51,3,250,230,70,0,1,0
lin318_or30,6,51,1,250,230,32,0,1,0
lin318_or30,6,51,7,250,230,61,0,1,0
lin318_or30,6,51,0,250,230,10,0,1,0
lin318_or30,6,51,8,250,230,29,0,1,0
lin318_or30,6,51,2,250,230,31,0,1,0
lin318_or30,7,61,3,209,180,80,1,0,0
lin318_or30,7,61,0,212,190,80,1,0,0
lin318_or30,7,61,1,226,200,80,1,0,0
lin318_or30,7,61,5,250,230,33,0,1,0
lin318_or30,7,61,7,250,230,78,0,1,0
lin318_or30,7,61,6,250,230,10,0,1,0
lin318_or30,7,61,4,250,230,56,0,1,0
lin318_or30,7,61,8,250,230,14,0,1,0
lin318_or30,7,61,2,250,230,16,0,1,0
lin318_or30,8,71,6,200,180,101,1,0,0
lin318_or30,8,71,7,213,190,80,1,0,0
lin318_or30,8,71,8,234,210,80,1,0,0
lin318_or30,8,71,0,237,210,80,1,0,0
lin318_or30,8,71,2,250,230,32,0,1,0
lin318_or30,8,71,5,250,230,55,0,1,0
lin318_or30,8,71,4,250,230,57,0,1,0
lin318_or30,8,71,3,250,230,14,0,1,0
lin318_or30,8,71,1,250,230,16,0,1,0
lin318_or30,9,81,7,231,210,80,1,0,0
lin318_or30,9,81,8,226,200,80,1,0,0
lin318_or30,9,81,3,250,230,77,0,1,0
lin318_or30,9,81,2,250,230,16,0,1,0
lin318_or30,9,81,0,250,230,53,0,1,0
lin318_or30,9,81,4,250,230,13,0,1,0
lin318_or30,9,81,5,250,230,2,0,1,0
lin318_or30,9,81,6,250,230,63,0,1,0
lin318_or30,9,81,1,250,230,55,0,1,0
dsj1000rdmRad,10,91,5,200,180,122,1,0,0
dsj1000rdmRad,10,91,1,232,210,80,1,0,0
dsj1000rdmRad,10,91,0,250,230,48,0,1,0
dsj1000rdmRad,10,91,4,250,230,0,0,1,0
dsj1000rdmRad,10,91,7,250,230,5,0,1,0
dsj1000rdmRad,10,91,3,250,230,34,0,1,0
dsj1000rdmRad,10,91,8,250,230,71,0,1,0
dsj1000rdmRad,10,91,6,250,230,21,0,1,0
dsj1000rdmRad,10,91,2,250,230,6,0,1,0
dsj1000rdmRad,1,1,8,200,180,97,1,0,0
dsj1000rdmRad,1,1,5,250,230,37,0,1,0
dsj1000rdmRad,1,1,6,246,220,80,1,0,0
dsj1000rdmRad,1,1,0,250,230,57,0,1,0
dsj1000rdmRad,1,1,3,250,230,41,0,1,0
dsj1000rdmRad,1,1,7,250,230,8,0,1,0
dsj1000rdmRad,1,1,1,250,230,13,0,1,0
dsj1000rdmRad,1,1,2,250,230,29,0,1,0
dsj1000rdmRad,2,11,5,214,190,80,1,0,0
dsj1000rdmRad,2,11,7,250,230,22,0,1,0
dsj1000rdmRad,2,11,1,246,220,80,1,0,0
dsj1000rdmRad,2,11,8,250,230,14,0,1,0
dsj1000rdmRad,2,11,0,250,230,51,0,1,0
dsj1000rdmRad,2,11,2,250,230,32,0,1,0
dsj1000rdmRad,2,11,3,250,230,59,0,1,0
dsj1000rdmRad,2,11,4,250,230,60,0,1,0
dsj1000rdmRad,2,11,6,250,230,19,0,1,0
dsj1000rdmRad,3,21,8,200,180,87,1,0,0
dsj1000rdmRad,3,21,3,247,221,80,1,0,0
dsj1000rdmRad,3,21,2,250,230,38,0,1,0
dsj1000rdmRad,3,21,7,250,230,34,0,1,0
dsj1000rdmRad,3,21,0,250,231,46,0,1,0
dsj1000rdmRad,3,21,4,250,230,2,0,1,0
dsj1000rdmRad,3,21,6,250,230,1,0,1,0
dsj1000rdmRad,3,21,5,250,230,15,0,1,0
dsj1000rdmRad,3,21,1,250,230,47,0,1,0
dsj1000rdmRad,4,31,8,216,190,80,1,0,0
dsj1000rdmRad,4,31,2,219,190,80,1,0,0
dsj1000rdmRad,4,31,4,243,220,80,1,0,0
dsj1000rdmRad,4,31,6,250,230,30,0,1,0
dsj1000rdmRad,4,31,0,250,230,6,0,1,0
dsj1000rdmRad,4,31,5,250,230,39,0,1,0
dsj1000rdmRad,4,31,1,250,231,41,0,1,0
dsj1000rdmRad,4,31,7,250,230,31,0,1,0
dsj1000rdmRad,4,31,3,250,230,52,0,1,0
dsj1000rdmRad,5,41,8,240,220,80,1,0,0
dsj1000rdmRad,5,41,4,250,230,35,0,1,0
dsj1000rdmRad,5,41,7,250,230,45,0,1,0
dsj1000rdmRad,5,41,0,250,230,0,0,1,0
dsj1000rdmRad,5,41,2,250,230,56,0,1,0
dsj1000rdmRad,5,41,5,250,230,31,0,1,0
dsj1000rdmRad,5,41,6,250,230,45,0,1,0
dsj1000rdmRad,5,41,1,250,230,9,0,1,0
dsj1000rdmRad,5,41,3,250,230,9,0,1,0
dsj1000rdmRad,6,51,7,200,180,96,1,0,0
dsj1000rdmRad,6,51,5,225,201,80,1,0,0
dsj1000rdmRad,6,51,6,229,200,80,1,0,0
dsj1000rdmRad,6,51,3,250,230,27,0,1,0
dsj1000rdmRad,6,51,4,250,230,5,0,1,0
dsj1000rdmRad,6,51,8,250,230,19,0,1,0
dsj1000rdmRad,6,51,0,250,231,58,0,1,0
dsj1000rdmRad,6,51,2,250,230,22,0,1,0
dsj1000rdmRad,6,51,1,250,230,21,0,1,0
dsj1000rdmRad,7,61,7,250,230,11,0,1,0
dsj1000rdmRad,7,61,4,250,230,13,0,1,0
dsj1000rdmRad,7,61,5,250,230,26,0,1,0
dsj1000rdmRad,7,61,8,250,230,24,0,1,0
dsj1000rdmRad,7,61,6,250,230,20,0,1,0
dsj1000rdmRad,7,61,3,250,230,11,0,1,0
dsj1000rdmRad,7,61,1,250,230,12,0,1,0
dsj1000rdmRad,7,61,2,248,220,80,1,0,0
dsj1000rdmRad,7,61,0,250,230,0,0,1,0
dsj1000rdmRad,8,71,0,227,200,80,1,0,0
dsj1000rdmRad,8,71,5,241,220,80,1,0,0
dsj1000rdmRad,8,71,1,250,230,22,0,1,0
dsj1000rdmRad,8,71,6,250,230,9,0,1,0
dsj1000rdmRad,8,71,7,250,230,68,0,1,0
dsj1000rdmRad,8,71,8,250,230,37,0,1,0
dsj1000rdmRad,8,71,4,250,230,5,0,1,0
dsj1000rdmRad,8,71,2,250,231,44,0,1,0
dsj1000rdmRad,8,71,3,250,230,17,0,1,0
dsj1000rdmRad,9,81,1,200,180,80,1,0,0
dsj1000rdmRad,9,81,3,250,230,18,0,1,0
dsj1000rdmRad,9,81,0,250,230,0,0,1,0
dsj1000rdmRad,9,81,7,250,230,7,0,1,0
dsj1000rdmRad,9,81,2,250,231,15,0,1,0
dsj1000rdmRad,9,81,8,250,230,12,0,1,0
dsj1000rdmRad,9,81,6,250,230,35,0,1,0
dsj1000rdmRad,9,81,5,250,230,31,0,1,0
dsj1000rdmRad,9,81,4,250,230,25,0,1,0
kroD100rdmRad,10,91,5,200,180,91,1,0,0
kroD100rdmRad,10,91,3,243,220,80,1,0,0
kroD100rdmRad,10,91,4,250,230,39,0,1,0
kroD100rdmRad,10,91,6,250,230,4,0,1,0
kroD100rdmRad,10,91,8,250,230,3,0,1,0
kroD100rdmRad,10,91,1,250,230,69,0,1,0
kroD100rdmRad,10,91,0,250,230,74,0,1,0
kroD100rdmRad,10,91,2,250,230,23,0,1,0
kroD100rdmRad,10,91,7,250,230,6,0,1,0
kroD100rdmRad,1,1,3,201,180,80,1,0,0
kroD100rdmRad,1,1,8,200,180,97,1,0,0
kroD100rdmRad,1,1,1,200,180,102,1,0,0
kroD100rdmRad,1,1,6,206,180,80,1,0,0
kroD100rdmRad,1,1,2,210,190,80,1,0,0
kroD100rdmRad,1,1,5,250,230,3,0,1,0
kroD100rdmRad,1,1,0,250,230,53,0,1,0
kroD100rdmRad,1,1,4,250,230,3,0,1,0
kroD100rdmRad,1,1,7,250,230,28,0,1,0
kroD100rdmRad,2,11,4,241,220,80,1,0,0
kroD100rdmRad,2,11,3,250,230,24,0,1,0
kroD100rdmRad,2,11,5,250,230,67,0,1,0
kroD100rdmRad,2,11,6,250,230,6,0,1,0
kroD100rdmRad,2,11,0,250,230,49,0,1,0
kroD100rdmRad,2,11,8,250,230,27,0,1,0
kroD100rdmRad,2,11,7,250,230,24,0,1,0
kroD100rdmRad,3,21,0,200,180,86,1,0,0
kroD100rdmRad,3,21,2,205,180,80,1,0,0
kroD100rdmRad,3,21,3,209,180,80,1,0,0
kroD100rdmRad,3,21,4,250,230,60,0,1,0
kroD100rdmRad,3,21,8,250,230,56,0,1,0
kroD100rdmRad,3,21,7,250,230,30,0,1,0
kroD100rdmRad,3,21,6,250,230,59,0,1,0
kroD100rdmRad,3,21,1,250,230,21,0,1,0
kroD100rdmRad,3,21,5,250,230,18,0,1,0
kroD100rdmRad,4,31,6,200,180,109,1,0,0
kroD100rdmRad,4,31,1,236,210,80,1,0,0
kroD100rdmRad,4,31,4,242,220,80,1,0,0
kroD100rdmRad,4,31,0,250,230,56,0,1,0
kroD100rdmRad,4,31,2,250,230,25,0,1,0
kroD100rdmRad,4,31,3,250,230,70,0,1,0
kroD100rdmRad,4,31,7,250,230,69,0,1,0
kroD100rdmRad,4,31,5,250,230,17,0,1,0
kroD100rdmRad,4,31,8,250,230,65,0,1,0
kroD100rdmRad,5,41,4,200,180,122,1,0,0
kroD100rdmRad,5,41,5,213,190,80,1,0,0
kroD100rdmRad,5,41,7,229,200,80,1,0,0
kroD100rdmRad,5,41,8,232,210,80,1,0,0
kroD100rdmRad,5,41,2,250,230,63,0,1,0
kroD100rdmRad,5,41,0,250,230,16,0,1,0
kroD100rdmRad,5,41,6,250,230,44,0,1,0
kroD100rdmRad,5,41,1,250,230,31,0,1,0
kroD100rdmRad,5,41,3,250,230,10,0,1,0
kroD100rdmRad,6,51,4,222,200,80,1,0,0
kroD100rdmRad,6,51,6,250,230,59,0,1,0
kroD100rdmRad,6,51,5,250,230,59,0,1,0
kroD100rdmRad,6,51,0,250,230,31,0,1,0
kroD100rdmRad,6,51,3,250,230,23,0,1,0
kroD100rdmRad,6,51,7,250,230,62,0,1,0
kroD100rdmRad,6,51,1,250,230,76,0,1,0
kroD100rdmRad,6,51,8,250,230,69,0,1,0
kroD100rdmRad,6,51,2,250,230,29,0,1,0
kroD100rdmRad,7,61,8,200,180,115,1,0,0
kroD100rdmRad,7,61,0,250,230,66,0,1,0
kroD100rdmRad,7,61,5,250,230,9,0,1,0
kroD100rdmRad,7,61,3,250,230,55,0,1,0
kroD100rdmRad,7,61,7,250,230,3,0,1,0
kroD100rdmRad,7,61,4,250,230,14,0,1,0
kroD100rdmRad,7,61,1,250,230,10,0,1,0
kroD100rdmRad,7,61,2,250,230,11,0,1,0
kroD100rdmRad,7,61,6,250,230,22,0,1,0
kroD100rdmRad,8,71,0,201,180,80,1,0,0
kroD100rdmRad,8,71,4,223,200,80,1,0,0
kroD100rdmRad,8,71,2,250,230,21,0,1,0
kroD100rdmRad,8,71,5,250,230,18,0,1,0
kroD100rdmRad,8,71,3,250,230,4,0,1,0
kroD100rdmRad,8,71,7,250,230,48,0,1,0
kroD100rdmRad,8,71,6,250,230,37,0,1,0
kroD100rdmRad,8,71,8,250,230,68,0,1,0
kroD100rdmRad,8,71,1,250,230,27,0,1,0
kroD100rdmRad,9,81,8,200,180,90,1,0,0
kroD100rdmRad,9,81,7,208,180,80,1,0,0
kroD100rdmRad,9,81,5,216,190,80,1,0,0
kroD100rdmRad,9,81,0,250,230,18,0,1,0
kroD100rdmRad,9,81,4,250,230,55,0,1,0
kroD100rdmRad,9,81,2,250,230,40,0,1,0
kroD100rdmRad,9,81,3,250,230,21,0,1,0
kroD100rdmRad,9,81,6,250,230,12,0,1,0
kroD100rdmRad,9,81,1,250,230,12,0,1,0
bubbles5,10,91,2,200,180,84,1,0,0
bubbles5,10,91,1,225,200,80,1,0,0
bubbles5,10,91,5,250,230,22,0,1,0
bubbles5,10,91,0,250,230,37,0,1,0
bubbles5,10,91,7,250,230,1,0,1,0
bubbles5,10,91,6,250,230,64,0,1,0
bubbles5,10,91,3,250,230,51,0,1,0
bubbles5,10,91,4,250,230,39,0,1,0
bubbles5,10,91,8,250,230,44,0,1,0
bubbles5,1,1,2,200,180,92,1,0,0
bubbles5,1,1,0,237,210,80,1,0,0
bubbles5,1,1,7,250,230,57,0,1,0
bubbles5,1,1,5,250,230,7,0,1,0
bubbles5,1,1,4,250,230,13,0,1,0
bubbles5,1,1,8,250,230,71,0,1,0
bubbles5,1,1,1,250,230,3,0,1,0
bubbles5,1,1,3,250,230,37,0,1,0
bubbles5,1,1,6,250,230,70,0,1,0
bubbles5,2,11,0,223,200,80,1,0,0
bubbles5,2,11,8,219,190,80,1,0,0
bubbles5,2,11,7,250,230,15,0,1,0
bubbles5,2,11,3,250,230,66,0,1,0
bubbles5,2,11,6,250,230,67,0,1,0
bubbles5,2,11,1,250,230,7,0,1,0
bubbles5,2,11,5,250,230,22,0,1,0
bubbles5,2,11,2,250,230,35,0,1,0
bubbles5,3,21,0,200,180,96,1,0,0
bubbles5,3,21,1,206,180,80,1,0,0
bubbles5,3,21,6,226,200,80,1,0,0
bubbles5,3,21,3,250,230,18,0,1,0
bubbles5,3,21,4,250,230,24,0,1,0
bubbles5,3,21,8,250,230,30,0,1,0
bubbles5,3,21,5,250,230,42,0,1,0
bubbles5,3,21,2,250,230,1,0,1,0
bubbles5,3,21,7,250,230,78,0,1,0
bubbles5,4,31,4,250,230,14,0,1,0
bubbles5,4,31,7,250,230,30,0,1,0
bubbles5,4,31,8,250,230,44,0,1,0
bubbles5,4,31,0,250,230,5,0,1,0
bubbles5,4,31,5,250,230,69,0,1,0
bubbles5,4,31,2,250,230,5,0,1,0
bubbles5,4,31,1,250,230,68,0,1,0
bubbles5,4,31,3,250,230,11,0,1,0
bubbles5,4,31,6,250,230,18,0,1,0
bubbles5,5,41,7,200,180,120,1,0,0
bubbles5,5,41,0,250,230,71,0,1,0
bubbles5,5,41,6,250,230,6,0,1,0
bubbles5,5,41,5,250,230,27,0,1,0
bubbles5,5,41,2,250,230,16,0,1,0
bubbles5,5,41,4,250,230,42,0,1,0
bubbles5,5,41,8,250,230,32,0,1,0
bubbles5,5,41,1,250,230,52,0,1,0
bubbles5,5,41,3,250,230,3,0,1,0
bubbles5,6,51,3,205,180,80,1,0,0
bubbles5,6,51,8,200,180,95,1,0,0
bubbles5,6,51,6,214,190,80,1,0,0
bubbles5,6,51,2,250,230,68,0,1,0
bubbles5,6,51,0,250,230,28,0,1,0
bubbles5,6,51,1,250,230,60,0,1,0
bubbles5,6,51,4,250,230,0,0,1,0
bubbles5,6,51,5,250,230,16,0,1,0
bubbles5,6,51,7,250,230,38,0,1,0
bubbles5,7,61,2,200,180,88,1,0,0
bubbles5,7,61,3,208,180,80,1,0,0
bubbles5,7,61,8,221,200,80,1,0,0
bubbles5,7,61,6,226,200,80,1,0,0
bubbles5,7,61,1,225,200,80,1,0,0
bubbles5,7,61,5,250,230,6,0,1,0
bubbles5,7,61,0,250,230,11,0,1,0
bubbles5,7,61,4,250,230,26,0,1,0
bubbles5,7,61,7,250,230,35,0,1,0
bubbles5,8,71,7,236,210,80,1,0,0
bubbles5,8,71,0,250,230,26,0,1,0
bubbles5,8,71,2,250,230,77,0,1,0
bubbles5,8,71,3,250,230,8,0,1,0
bubbles5,8,71,5,250,230,35,0,1,0
bubbles5,8,71,6,250,230,59,0,1,0
bubbles5,8,71,8,250,230,0,0,1,0
bubbles5,8,71,4,250,230,40,0,1,0
bubbles5,8,71,1,250,230,18,0,1,0
bubbles5,9,81,7,200,180,96,1,0,0
bubbles5,9,81,1,207,180,80,1,0,0
bubbles5,9,81,0,250,230,72,0,1,0
bubbles5,9,81,8,250,230,31,0,1,0
bubbles5,9,81,5,250,230,8,0,1,0
bubbles5,9,81,3,250,230,10,0,1,0
bubbles5,9,81,2,250,230,8,0,1,0
bubbles5,9,81,6,250,230,54,0,1,0
bubbles5,9,81,4,250,230,70,0,1,0
team6_500rdmRad,10,91,7,200,180,114,1,0,0
team6_500rdmRad,10,91,2,200,180,87,1,0,0
team6_500rdmRad,10,91,0,221,200,80,1,0,0
team6_500rdmRad,10,91,1,227,200,80,1,0,0
team6_500rdmRad,10,91,3,236,210,80,1,0,0
team6_500rdmRad,10,91,4,250,230,24,0,1,0
team6_500rdmRad,10,91,5,250,230,22,0,1,0
team6_500rdmRad,10,91,6,250,230,53,0,1,0
team6_500rdmRad,10,91,8,250,230,7,0,1,0
team6_500rdmRad,1,1,0,200,180,103,1,0,0
team6_500rdmRad,1,1,5,200,180,141,1,0,0
team6_500rdmRad,1,1,1,250,230,4,0,1,0
team6_500rdmRad,1,1,7,250,230,57,0,1,0
team6_500rdmRad,1,1,6,250,230,7,0,1,0
team6_500rdmRad,1,1,2,250,230,24,0,1,0
team6_500rdmRad,1,1,3,250,230,25,0,1,0
team6_500rdmRad,1,1,4,250,230,6,0,1,0
team6_500rdmRad,1,1,8,250,230,1,0,1,0
team6_500rdmRad,2,11,6,200,180,127,1,0,0
team6_500rdmRad,2,11,8,224,200,80,1,0,0
team6_500rdmRad,2,11,4,250,230,36,0,1,0
team6_500rdmRad,2,11,0,250,230,15,0,1,0
team6_500rdmRad,2,11,3,250,230,3,0,1,0
team6_500rdmRad,2,11,7,250,230,54,0,1,0
team6_500rdmRad,2,11,1,250,230,13,0,1,0
team6_500rdmRad,2,11,5,250,230,26,0,1,0
team6_500rdmRad,2,11,2,250,230,18,0,1,0
team6_500rdmRad,3,21,0,200,180,82,1,0,0
team6_500rdmRad,3,21,5,200,180,106,1,0,0
team6_500rdmRad,3,21,2,241,220,80,1,0,0
team6_500rdmRad,3,21,7,241,220,80,1,0,0
team6_500rdmRad,3,21,6,250,230,51,0,1,0
team6_500rdmRad,3,21,4,250,230,62,0,1,0
team6_500rdmRad,3,21,8,250,230,14,0,1,0
team6_500rdmRad,3,21,3,250,230,45,0,1,0
team6_500rdmRad,3,21,1,250,230,59,0,1,0
team6_500rdmRad,4,31,3,213,190,80,1,0,0
team6_500rdmRad,4,31,1,216,190,80,1,0,0
team6_500rdmRad,4,31,6,244,220,80,1,0,0
team6_500rdmRad,4,31,2,248,220,80,1,0,0
team6_500rdmRad,4,31,0,250,230,0,0,1,0
team6_500rdmRad,4,31,8,250,230,20,0,1,0
team6_500rdmRad,4,31,4,250,230,50,0,1,0
team6_500rdmRad,4,31,5,250,230,73,0,1,0
team6_500rdmRad,4,31,7,250,230,13,0,1,0
team6_500rdmRad,5,41,8,200,180,81,1,0,0
team6_500rdmRad,5,41,0,250,230,6,0,1,0
team6_500rdmRad,5,41,2,250,230,72,0,1,0
team6_500rdmRad,5,41,7,250,230,16,0,1,0
team6_500rdmRad,5,41,1,250,230,0,0,1,0
team6_500rdmRad,5,41,5,250,230,52,0,1,0
team6_500rdmRad,5,41,3,250,230,8,0,1,0
team6_500rdmRad,5,41,4,250,230,21,0,1,0
team6_500rdmRad,5,41,6,250,230,61,0,1,0
team6_500rdmRad,6,51,8,242,220,80,1,0,0
team6_500rdmRad,6,51,3,243,220,80,1,0,0
team6_500rdmRad,6,51,6,250,230,6,0,1,0
team6_500rdmRad,6,51,0,250,230,5,0,1,0
team6_500rdmRad,6,51,5,250,230,28,0,1,0
team6_500rdmRad,6,51,1,250,230,50,0,1,0
team6_500rdmRad,6,51,4,250,230,4,0,1,0
team6_500rdmRad,6,51,2,250,230,32,0,1,0
team6_500rdmRad,6,51,7,250,230,12,0,1,0
team6_500rdmRad,7,61,7,208,180,80,1,0,0
team6_500rdmRad,7,61,1,208,180,80,1,0,0
team6_500rdmRad,7,61,8,216,190,80,1,0,0
team6_500rdmRad,7,61,4,250,230,27,0,1,0
team6_500rdmRad,7,61,2,250,230,61,0,1,0
team6_500rdmRad,7,61,6,250,230,19,0,1,0
team6_500rdmRad,7,61,0,250,230,28,0,1,0
team6_500rdmRad,7,61,3,250,230,29,0,1,0
team6_500rdmRad,7,61,5,250,230,1,0,1,0
team6_500rdmRad,8,71,0,228,200,80,1,0,0
team6_500rdmRad,8,71,6,250,230,49,0,1,0
team6_500rdmRad,8,71,8,250,230,17,0,1,0
team6_500rdmRad,8,71,5,250,230,58,0,1,0
team6_500rdmRad,8,71,1,250,230,64,0,1,0
team6_500rdmRad,8,71,4,250,230,72,0,1,0
team6_500rdmRad,8,71,2,250,231,12,0,1,0
team6_500rdmRad,8,71,7,250,230,55,0,1,0
team6_500rdmRad,8,71,3,250,230,5,0,1,0
team6_500rdmRad,9,81,1,250,230,2,0,1,0
team6_500rdmRad,9,81,0,250,230,16,0,1,0
team6_500rdmRad,9,81,2,250,230,26,0,1,0
team6_500rdmRad,9,81,7,250,230,23,0,1,0
team6_500rdmRad,9,81,8,250,230,68,0,1,0
team6_500rdmRad,9,81,6,250,230,41,0,1,0
team6_500rdmRad,9,81,3,250,230,30,0,1,0
team6_500rdmRad,9,81,4,250,230,40,0,1,0
team6_500rdmRad,9,81,5,250,230,52,0,1,0
car_door_25,10,91,4,200,120,154,1,0,0
car_door_25,10,91,1,200,120,112,1,0,0
car_door_25,10,91,2,200,110,92,1,0,0
car_door_25,10,91,8,200,110,197,1,0,0
car_door_25,10,91,3,200,131,195,1,0,0
car_door_25,10,91,7,200,120,186,1,0,0
car_door_25,10,91,5,200,121,194,1,0,0
car_door_25,10,91,6,200,140,99,1,0,0
